artist,title,views,current avg/day
Kat DeLuna,Whine Up (Official Video) ft. Elephant Man,142367838,45785
Shania Twain,You're Still The One (Official Music Video),142217833,70601
OneRepublic,All The Right Moves (Official Music Video),142088170,24801
T-Pain,Buy U A Drank (Shawty Snappin') ft. Yung Joc (Official Music Video),142060736,59108
Aventura,Hermanita,141279276,62922
3OH!3,STARSTRUKK (Feat. Katy Perry) [OFFICIAL MUSIC VIDEO],141150829,26113
Destiny's Child,Soldier ft. Lil Wayne,140688453,56771
Sin Bandera,Entra En Mi Vida (Official Video),140518375,55541
Paramore: crushcrushcrush [OFFICIAL VIDEO],error,140229978,32380
My Chemical Romance,Welcome To The Black Parade [Official Music Video],140095364,149145
Oasis,Don't Look Back In Anger (Official Video),139656797,88819
"Weird Al"" Yankovic",White & Nerdy (Official Music Video),139213574,16151
Jamiroquai,Virtual Insanity (Official Video),139199884,54653
*NSYNC,This I Promise You (Official Music Video),138609350,68452
Ja Rule,Mesmerize ft. Ashanti,138328037,98026
Fall Out Boy,Thnks fr th Mmrs (Official Music Video),138314661,33612
P!nk,Who Knew,137775204,23694
"DJ KHALED, AKON & TI ""We Takin' Over",error,137173081,7514
